"a.date","a.doy","a.r.av","a.g.av","a.b.av","a.r.sd","a.g.sd","a.b.sd","a.bri.av","a.bri.sd","a.gi.av","a.gi.sd","a.gei.av","a.gei.sd","a.ri.av","a.ri.sd","a.bi.av","a.bi.sd","b.date","b.doy","b.r.av","b.g.av","b.b.av","b.r.sd","b.g.sd","b.b.sd","b.bri.av","b.bri.sd","b.gi.av","b.gi.sd","b.gei.av","b.gei.sd","b.ri.av","b.ri.sd","b.bi.av","b.bi.sd","c.date","c.doy","c.r.av","c.g.av","c.b.av","c.r.sd","c.g.sd","c.b.sd","c.bri.av","c.bri.sd","c.gi.av","c.gi.sd","c.gei.av","c.gei.sd","c.ri.av","c.ri.sd","c.bi.av","c.bi.sd"
"21",2015-01-03 13:00:00,3,106.868995066217,97.4567721141949,88.9343027784991,46.7194023594263,52.1365842601379,57.1031054959934,293.260069958911,155.269072892478,0.331200538667931,0.0166379868429323,-0.889753616325782,6.64763310468878,0.383614946453788,0.048909339146122,0.285184514878282,0.0445567830654208,2015-01-03 13:00:00,3,140.510057901867,134.29271011904,130.964024119784,60.6098418403726,66.961965963436,72.5001204516657,405.766792140691,199.559730105507,0.32891052798343,0.0211646372134472,-2.8886617835693,8.85743733074657,0.360415985921211,0.0397680323915658,0.310673486095359,0.0345661100031315,2015-01-03 13:00:00,3,132.759788811263,126.730115727161,122.355063729934,53.3891470219422,59.9042311294166,66.1404770092826,381.844968268359,178.892581590653,0.330919183038883,0.0116299437135959,-1.65462108687537,6.16094664272516,0.362982829091181,0.0420825683575497,0.306097987869936,0.0387500153500944
"22",2015-01-03 14:00:00,3,104.509241297142,95.2093344738571,85.2413200543785,46.5407874408954,51.3387420486132,55.7182530084693,284.959895825378,152.707049660429,0.333217373043038,0.0199341494933333,0.668107596193502,7.0557295033821,0.386163263140081,0.0534675765556638,0.280619363816881,0.0478946381702345,2015-01-03 14:00:00,3,136.2310080679,129.749115887649,124.450429768512,60.2572891746509,66.9799076332377,72.8372339068913,390.430553724061,199.360661474063,0.330622706324768,0.0234825385782299,-1.18320606111464,8.96908647618359,0.364161318220343,0.0441141375942073,0.305215975454889,0.0386921909479084,2015-01-03 14:00:00,3,129.704357100955,123.297477467868,117.259068849661,54.0324026604259,60.9330762936322,67.3729130963107,370.260903418484,181.598194217891,0.332252709598868,0.0120346760897444,-0.368471014879207,6.5561231384145,0.366487913200611,0.0435730704157539,0.301259377200521,0.0406368076545699
"23",2015-01-03 15:00:00,3,104.025211175096,95.2922693876304,85.7082652328654,50.1540251545739,53.0790711056862,56.0487100037593,285.025745795592,157.936661366573,0.332653335167437,0.0313529360944284,0.851062367299556,8.49170492135118,0.385540810704362,0.069243642794153,0.281805854128201,0.0573280349293608,2015-01-03 15:00:00,3,137.12005346632,129.789365477061,123.203058129638,59.8085915333974,65.501584819413,71.0048709011582,390.112477073019,195.041216741823,0.33099148001174,0.0271547456478653,-0.744380641835597,9.86672101874862,0.366208497706435,0.0514560411905801,0.302800022281825,0.0446974476734575,2015-01-03 15:00:00,3,128.7070556237,122.230281051677,116.012735320783,55.891875586176,61.2967603764518,66.977800317505,366.95007199616,182.799188885529,0.332239529641809,0.018180831099322,-0.259228841128473,7.90935545330496,0.366371646486944,0.0509084704921289,0.301388823871248,0.0468830966937455
"24",2015-01-03 16:00:00,3,83.1060763438068,85.8576381993982,88.7511265217591,35.7270021856336,40.8140750138768,47.1647245318723,257.714841064964,123.25101428627,0.333402117823176,0.00989618267498838,-0.141926466769518,4.58931610478505,0.327162949243355,0.0197587964104042,0.339434932933469,0.023454955738366,2015-01-03 16:00:00,3,109.851271323591,117.478385700756,126.041604229354,51.8272064880833,60.9625308697344,68.3988186137691,353.371261253701,180.584538946556,0.330788770134441,0.0154735437275956,-0.936104151431962,9.43605659879794,0.315125651047561,0.0267506540381417,0.354085578817998,0.0345589424287368,2015-01-03 16:00:00,3,108.134862140686,114.950285318116,123.518958988854,46.132461107811,54.597578427139,63.5500720254534,346.604106447656,163.847944144118,0.331487311494674,0.00659831486398796,-1.75325049330702,6.33659011344123,0.317972497393682,0.0198899689219435,0.350540191111644,0.0205144628916346
"25",2015-01-04 09:00:00,4,102.975628942826,94.4887042326668,85.9347152000244,45.5505435498645,44.9916616123393,47.1901507495696,283.399048375517,134.104211074681,0.332684311566338,0.0240876295699297,0.0670643224830826,9.26073633623606,0.37408524493417,0.0641495239614176,0.293230443499492,0.0576467071583576,2015-01-04 09:00:00,4,126.529760120839,121.231571502212,117.605278300586,61.9278840890266,64.994349169035,68.2754654048852,365.366609923637,193.4082732191,0.329772156718956,0.0232145160180005,-1.67189541700133,9.5209020066125,0.35565730330724,0.0500509231742752,0.314570539973804,0.0451103581011051,2015-01-04 09:00:00,4,128.425385312783,122.630761026079,117.454642419071,55.5656168633658,58.4928392687486,62.7177312354663,368.510788757933,174.183961898581,0.332031098675321,0.0146051294932934,-0.618505679697083,7.65527804294915,0.357678822633913,0.0472832201430644,0.310290078690767,0.044104395085326
"26",2015-01-04 10:00:00,4,100.572066842837,92.8661615775887,83.8580277086165,46.9103636465244,49.7531345976656,52.7847987038041,277.296256129042,148.110052016411,0.334344298292154,0.0259108567206537,1.30222860372401,8.23511934008828,0.377849891639299,0.0564004917465428,0.287805810068548,0.04993042768122,2015-01-04 10:00:00,4,129.05935241018,123.968465660477,119.621510003956,65.5084278726067,70.3926048247304,74.2085037934603,372.649328074613,209.392594113988,0.330349338166626,0.0290110007727289,-0.743931093182444,9.56257877637421,0.358892506858591,0.0455226125961462,0.310758154974783,0.039491932408888,2015-01-04 10:00:00,4,126.265308516879,121.115577835849,115.490757826249,58.2556198693966,63.3680991064859,68.3012257195563,362.871644178977,188.987258113871,0.333165874861677,0.0165932153184863,0.475089328569143,7.35062043251237,0.361026567387616,0.0430535730231414,0.305807557750707,0.0393182713714046
"27",2015-01-04 11:00:00,4,101.295347274199,93.9336765087754,84.6912566636626,46.9322931608514,50.8082737486368,54.0591542215826,279.920280446637,150.895432065593,0.335283737951113,0.0242526574125685,1.880749079689,7.82437852878659,0.377562876200771,0.050925115306314,0.287153385848116,0.0452549195702919,2015-01-04 11:00:00,4,130.373550954841,125.800520277641,121.104463119028,65.8221637858761,71.293456701401,75.2918717543945,377.278534351511,211.851166246298,0.331528780955811,0.0262879266171558,0.123026481412661,9.5135423904546,0.357789401011498,0.0398217456303977,0.310681818032691,0.0358193898619256,2015-01-04 11:00:00,4,125.038579275772,120.683312889979,114.656839635219,57.3545229643177,63.3468960292827,68.3884393027214,360.378731800971,188.399832583182,0.334480513470478,0.0160091788662832,1.67120686896699,7.39732834011595,0.360540011527106,0.0398437122312846,0.304979475002416,0.0371983807057849
"28",2015-01-04 12:00:00,4,102.415285563719,95.0348801686346,84.917080361098,45.8410834419158,49.7665904293652,53.175729400331,282.367246093452,147.939526558579,0.336618861433761,0.02183961137988,2.73739441245207,7.64075058317533,0.377901941002614,0.0480044516392035,0.285479197563625,0.0440531763320976,2015-01-04 12:00:00,4,131.069404318065,126.279223659446,120.786512341609,63.26407237948,69.1166310044568,73.5449357291457,378.13514031912,205.343410379793,0.33265668691014,0.0228850262511577,0.702530659218145,9.33297471019968,0.358538849865294,0.0370338293622394,0.308804463224566,0.0343709500388564,2015-01-04 12:00:00,4,125.477969174977,120.490981814303,113.846621513519,55.0326327319995,61.2296577237913,66.6037761624464,359.8155725028,182.174860507735,0.334563899653189,0.0146016170448722,1.65737294010986,7.10452917970178,0.362283692315556,0.0394857028568892,0.303152408031256,0.0368036283798228
"29",2015-01-04 13:00:00,4,103.930552797593,95.6634182107016,85.5896100325355,45.1909311879551,48.6924011255514,52.0400909433866,285.18358104083,145.019522049908,0.335083913532742,0.0207921287797895,1.80667359127499,7.61089935426461,0.379588872974827,0.0493067176746316,0.28532721349243,0.0445392804807556,2015-01-04 13:00:00,4,132.109851708884,126.137280170709,120.209070093626,60.0925337134614,66.0208288715637,70.8208751756351,378.456201973219,196.25976686654,0.33199557775803,0.0206798592322157,-0.0443614610930625,9.0632205314937,0.360959038049269,0.0374105736031527,0.307045384192701,0.0340654248204934,2015-01-04 13:00:00,4,126.154765079196,120.082832915578,113.250333315556,53.2621366388698,59.104420264667,64.7261673839451,359.48793131033,176.291138981902,0.333771649498469,0.0135626701686896,0.760567436403392,6.88679471146283,0.364018801966603,0.0391113367147189,0.302209548534928,0.0371123510266745
"30",2015-01-04 14:00:00,4,105.168520017719,96.0915346663204,85.6143247743138,45.6822552945119,48.4789478130216,51.2911152769565,286.874379458353,144.398687998278,0.334313622024095,0.023775226207593,1.40022454060825,8.25446127544845,0.382171157344191,0.0537137885740484,0.283515220631714,0.0473214380702657,2015-01-04 14:00:00,4,133.826893798626,126.283245621396,119.324700001199,57.407892222239,63.1929273415554,68.1925839223915,379.434839421221,187.882450051698,0.33155986832172,0.0204201400941994,-0.585102557032739,9.02033710760301,0.364818651862293,0.0399289931242477,0.303621479815987,0.0360193984663381,2015-01-04 14:00:00,4,127.047037491334,119.733006239667,112.269062983308,52.4349270750814,57.6016954186529,63.084756182675,359.049106714309,172.100207708159,0.333163221553826,0.0147502110080359,0.149912004693083,7.45937507135334,0.366801779506005,0.0413827015686726,0.300034998940169,0.0388223359315108
